iter	Logloss
199	0.1275274778
200	0.1272004451
201	0.1270434987
202	0.1267814104
203	0.126531633
204	0.1264926978
205	0.126378132
206	0.1259112916
207	0.1257188514
208	0.1255353699
209	0.125351857
210	0.1251568943
211	0.1250269076
212	0.1247495084
213	0.1245610116
214	0.1243646142
215	0.1242630181
216	0.124056991
217	0.1238238438
218	0.1236002537
219	0.1233584397
220	0.1232131695
221	0.1230090243
222	0.1228276798
223	0.1226375642
224	0.1224569098
225	0.1222521611
226	0.122068693
227	0.1219258132
228	0.121746141
229	0.1215773605
230	0.1213791301
231	0.1212010554
232	0.1210042724
233	0.1208449892
234	0.1207333827
235	0.1205497864
236	0.1203083844
237	0.1202246862
238	0.1200122205
239	0.1198807476
240	0.1195774863
241	0.1194379401
242	0.1191757184
243	0.1190214533
244	0.1188452242
245	0.1184878308
246	0.1183426118
247	0.1181539656
248	0.1180617408
249	0.1178664342
250	0.1177475669
251	0.1175601034
252	0.1173723228
253	0.1172443648
254	0.1169686791
255	0.1168243674
256	0.1166765017
257	0.1164708553
258	0.1163453157
259	0.1160967562
260	0.1159330076
261	0.1157916503
262	0.1155448655
263	0.115401009
264	0.1153087055
265	0.1151274604
266	0.1148850595
267	0.1147770689
268	0.1146499094
269	0.1143661953
270	0.1141322246
271	0.113969088
272	0.1137805366
273	0.113500172
274	0.1133438248
275	0.1130933923
276	0.11295329
277	0.1127983765
278	0.1126500324
279	0.1125586591
280	0.1123668342
281	0.1122570992
282	0.1119965599
283	0.1118263129
284	0.1116536197
285	0.1115395757
286	0.1113529658
287	0.1113208743
288	0.1112429939
289	0.1110962024
290	0.1109988974
291	0.1109684181
292	0.1108685237
293	0.1107593071
294	0.11058022
295	0.1105045314
296	0.1103111649
297	0.1101711246
298	0.1101436059
299	0.1099842601
300	0.1098017763
301	0.1097231038
302	0.1096085852
303	0.1095212951
304	0.1093899397
305	0.1092703072
306	0.1091082808
307	0.1089372315
308	0.10880849
309	0.1086776364
310	0.1084724216
311	0.1083716501
312	0.1082331875
313	0.1080936493
314	0.1079364818
315	0.1077722803
316	0.1077456873
317	0.1076447569
318	0.1075516458
319	0.1073827492
320	0.1072688166
321	0.1070634332
322	0.1068877892
323	0.1067986737
324	0.1066247166
325	0.1064394095
326	0.1063498628
327	0.106236925
328	0.1061174983
329	0.1060910946
330	0.1059371671
331	0.1057630874
332	0.1056095911
333	0.1055191395
334	0.1053009229
335	0.1052343871
336	0.1051635878
337	0.1050331698
338	0.1048800257
339	0.104788942
340	0.1046877206
341	0.1045920941
342	0.1044524269
343	0.1043114932
344	0.1041672317
345	0.1041102895
346	0.1039177563
347	0.1037830895
348	0.1037114366
349	0.1036866882
350	0.1035662286
351	0.1034520876
352	0.1033732917
353	0.1032249705
354	0.1031626272
355	0.1030397524
356	0.1029108522
357	0.1028099049
358	0.1026499301
359	0.1025079046
360	0.1023592534
361	0.1022088749
362	0.1020223671
363	0.1017887548
364	0.1016802671
365	0.1015714124
366	0.1015075087
367	0.1013936916
368	0.1013795312
369	0.1011401853
370	0.1009473567
371	0.1008686021
372	0.1007130588
373	0.1005762254
374	0.1004496733
375	0.1002946103
376	0.1002719031
377	0.100091691
378	0.0999624324
379	0.09985678805
380	0.0998435868
381	0.09970484962
382	0.0995732443
383	0.09947034568
384	0.09934300835
385	0.09922324852
386	0.09908213236
387	0.0989976486
388	0.09889825164
389	0.098746109
390	0.09865933203
391	0.09858589996
392	0.0985135341
393	0.09840243461
394	0.0983489083
395	0.0982740972
396	0.09816585587
397	0.09810525038
398	0.09797207946
399	0.09786766741
400	0.09767731958
401	0.09756396953
402	0.09734929513
403	0.09733664655
404	0.09721478372
405	0.09702567277
406	0.09689545446
407	0.09678343743
408	0.09669339497
409	0.09655168934
410	0.09644108836
411	0.09632006746
412	0.09623118639
413	0.09607533675
414	0.09601721234
415	0.09585442131
416	0.09573525562
417	0.0955224378
418	0.0954260653
419	0.09531809949
420	0.09518000777
421	0.09503597122
422	0.09492994381
423	0.09481553453
424	0.09469113049
425	0.0945614515
426	0.09438451105
427	0.09424873935
428	0.09411298587
429	0.09396327413
430	0.09382972454
431	0.09372771026
432	0.09365026804
433	0.09359534133
434	0.09357630337
435	0.09350171826
436	0.0933592023
437	0.09329697909
438	0.09317460255
439	0.09316471872
440	0.09311151702
441	0.09305796963
442	0.09299515877
443	0.09284689217
444	0.09270461347
445	0.09259728685
446	0.09249468008
447	0.09248529723
448	0.09237956815
449	0.09227378581
450	0.09214994489
451	0.09202457385
452	0.09194285245
453	0.09191221529
454	0.09178754596
455	0.09170309922
456	0.09164983262
457	0.0916327915
458	0.09157319995
459	0.09141200181
460	0.09131290584
461	0.0911737786
462	0.09107893712
463	0.09098602316
464	0.09091204181
465	0.09081145711
466	0.09070324259
467	0.09062732629
468	0.09053929921
469	0.0904248529
470	0.09032569179
471	0.0903171415
472	0.09025472279
473	0.09020200494
474	0.09003713277
475	0.09002797005
476	0.08997231791
477	0.08985758536
478	0.08973636589
479	0.08964515508
480	0.08951592332
481	0.08942639743
482	0.08931237069
483	0.08917583962
484	0.08909351944
485	0.08906461095
486	0.08898974921
487	0.08887521663
488	0.08871309558
489	0.08857309678
490	0.08846278206
491	0.0883235808
492	0.08822644759
493	0.08813185511
494	0.08808000535
495	0.08803085617
496	0.08792039032
497	0.08782134678
498	0.0877806614
499	0.08766384063
500	0.08757670328
501	0.08749744913
502	0.08743073573
503	0.08737607364
504	0.08730288555
505	0.0872283117
506	0.08718048589
507	0.08712885238
508	0.08705278449
509	0.08695691359
510	0.08687459559
511	0.08681141982
512	0.08676088827
513	0.08666821086
514	0.08661811273
515	0.08651588583
516	0.08650674917
517	0.08642196427
518	0.08632882908
519	0.08628816117
520	0.08620987769
521	0.08612518996
522	0.08609099847
523	0.08604640583
524	0.08596958034
525	0.08590929027
526	0.08589611407
527	0.08582980758
528	0.08572709715
529	0.08564434775
530	0.08557347789
531	0.0854626948
532	0.08537823781
533	0.08532383369
534	0.08523830726
535	0.08512413198
536	0.08504212286
537	0.08495215994
538	0.08479877315
539	0.08471825104
540	0.08457382235
541	0.08448388523
542	0.0844123724
543	0.08433302315
544	0.0843211777
545	0.08426692302
546	0.08419977076
547	0.08416875208
548	0.08412838918
549	0.08405991903
550	0.08394936646
551	0.08385352372
552	0.08378319252
553	0.08370236415
554	0.08359299911
555	0.0834898111
556	0.08347900984
557	0.08338194073
558	0.08337219494
559	0.08327119601
560	0.08317519184
561	0.08309418656
562	0.08300371894
563	0.08290908173
564	0.08285350789
565	0.08278343335
566	0.0827385338
567	0.08268599872
568	0.08264470345
569	0.08254403295
570	0.08242510332
571	0.08231974818
572	0.08222205944
573	0.08217450534
574	0.08207161244
575	0.08203534793
576	0.08197426993
577	0.08187822844
578	0.08177776145
579	0.08171703122
580	0.08164977323
581	0.08158129403
582	0.08152769759
583	0.08147228397
584	0.08138434126
585	0.08129607415
586	0.08122200549
587	0.08113093841
588	0.0810561249
589	0.08096602885
590	0.0808868886
591	0.08087695581
592	0.08080626186
593	0.08072068476
594	0.08070694316
595	0.08062783364
596	0.08051079149
597	0.08045652523
598	0.08038699705
599	0.08022313827
600	0.08012787922
601	0.0801002351
602	0.08009147147
603	0.07999335659
604	0.07992399113
605	0.07985292227
606	0.07976955144
607	0.07969717733
608	0.07962782375
609	0.07952692479
610	0.07946499064
611	0.07937989808
612	0.07935452923
613	0.07925211577
614	0.07924395334
615	0.07917647277
616	0.0791089109
617	0.07905996489
618	0.07901975976
619	0.07895311588
620	0.07888742984
621	0.07880731227
622	0.07871932332
623	0.07867056097
624	0.07860655376
625	0.07856168307
626	0.07849153957
627	0.07840430141
628	0.07832546846
629	0.07826718526
630	0.07820063533
631	0.07814165051
632	0.07799743113
633	0.07796231825
634	0.07793018046
635	0.07785833219
636	0.07779961303
637	0.07775928709
638	0.07767995853
639	0.07759795081
640	0.07756160187
641	0.07754273972
642	0.07747409349
643	0.07739166235
644	0.07733208787
645	0.07726810847
646	0.07717254745
647	0.07713313007
648	0.07701672872
649	0.07693454447
650	0.0768651387
651	0.07679613163
652	0.0767707264
653	0.0767340718
654	0.07666125209
655	0.07656904388
656	0.07651222629
657	0.07647585299
658	0.07642092157
659	0.07640724767
660	0.07634879344
661	0.07631214226
662	0.07626382898
663	0.07624826117
664	0.07622539716
665	0.07615826081
666	0.07605742473
667	0.07598812059
668	0.07594678498
669	0.07585203308
670	0.07580255743
671	0.0757291516
672	0.0756444888
673	0.075593012
674	0.07554537454
675	0.07547689812
676	0.07539319343
677	0.07538308784
678	0.07528200291
679	0.07525933761
680	0.07518799654
681	0.07510198554
682	0.07501527478
683	0.07492018148
684	0.07485461817
685	0.07478262445
686	0.07472825459
687	0.07468435314
688	0.07459669301
689	0.07454495716
690	0.07450008693
691	0.07443705755
692	0.07440622638
693	0.07439138948
694	0.0743095004
695	0.0742774701
696	0.07424369723
697	0.07419744875
698	0.07414056348
699	0.07405916748
700	0.07400066822
701	0.07396752138
702	0.07388933417
703	0.07379330889
704	0.07372660473
705	0.07367672799
706	0.07364817756
707	0.07358162808
708	0.07353559816
709	0.07345313002
710	0.0733629431
711	0.07329513586
712	0.07323291035
713	0.0732100302
714	0.07317457882
715	0.0731233838
716	0.07310364127
717	0.07306456025
718	0.07303646522
719	0.07297535203
720	0.07293397928
721	0.072873817
722	0.07286074849
723	0.07278416598
724	0.07272615168
725	0.07268536447
726	0.07262090353
727	0.07254948316
728	0.07247681976
729	0.07239764247
730	0.07233412443
731	0.0722516124
732	0.07217416687
733	0.07211610852
734	0.07204630771
735	0.07202772812
736	0.07195330668
737	0.07186259371
738	0.07178412792
739	0.07176223367
740	0.07173108729
741	0.07167634611
742	0.07160545786
743	0.07159331801
744	0.07156351311
745	0.07151270225
746	0.07142824915
747	0.07136644934
748	0.07129537513
749	0.07119429141
750	0.07114117798
751	0.0710699845
752	0.0709990857
753	0.0709259795
754	0.07088710228
755	0.07083043762
756	0.07080940871
757	0.07078482112
758	0.07073553475
759	0.07069634508
760	0.07064563718
761	0.07056166809
762	0.07049181856
763	0.07046600743
764	0.07041589562
765	0.07035560616
766	0.07027932716
767	0.07021233931
768	0.070168907
769	0.07013072353
770	0.0700692457
771	0.07000286469
772	0.06993822717
773	0.06985799468
774	0.0697998673
775	0.06975496384
776	0.06973459861
777	0.06966557121
778	0.06960451038
779	0.06950625028
780	0.06946243398
781	0.06938962021
782	0.06935270276
783	0.06928670139
784	0.06918967873
785	0.06911307475
786	0.0690588323
787	0.06899792595
788	0.06893524235
789	0.06888784655
790	0.06885557161
791	0.06880805216
792	0.0687588959
793	0.06871606747
794	0.06864018409
795	0.06861491063
796	0.06858995033
797	0.06853741867
798	0.06849212895
799	0.06841758051
800	0.06838243202
801	0.06831962936
802	0.06828151985
803	0.06825179263
804	0.06819804802
805	0.06818796161
806	0.0681033712
807	0.06806266869
808	0.06801651558
809	0.06798268493
810	0.06789739692
811	0.06786149974
812	0.06782522085
813	0.06779964384
814	0.0677404455
815	0.067676604
816	0.06763996673
817	0.06758035299
818	0.06752545996
819	0.06747403527
820	0.0674000292
821	0.06735380922
822	0.06729805769
823	0.06725232396
824	0.06719978969
825	0.06714029111
826	0.06709276005
827	0.06705228198
828	0.06700647324
829	0.06694651704
830	0.06689978765
831	0.06683810669
832	0.06682638686
833	0.06676950794
834	0.06671892262
835	0.06666831879
836	0.06662380561
837	0.06659391364
838	0.06653553977
839	0.06647858735
840	0.06644814328
841	0.0663932406
842	0.06633213783
843	0.06628507822
844	0.06623538713
845	0.06618826766
846	0.06615089418
847	0.06609519312
848	0.06604631055
849	0.06599944942
850	0.06594386441
851	0.06587969923
852	0.06581957366
853	0.06577241515
854	0.06571114361
855	0.0656573844
856	0.0656294148
857	0.06560428606
858	0.065548824
859	0.06548375794
860	0.06546076389
861	0.06543324333
862	0.06539818208
863	0.06534265487
864	0.06526376939
865	0.06522540925
866	0.0651935127
867	0.06516284026
868	0.06508533397
869	0.06501705446
870	0.06497744636
871	0.06492624067
872	0.06490218556
873	0.06485875868
874	0.06484599064
875	0.06481519313
876	0.06478384218
877	0.06470713123
878	0.06469804018
879	0.0646314994
880	0.06458233684
881	0.06455557169
882	0.06453546601
883	0.06449925204
884	0.06447297691
885	0.06440124561
886	0.06433237815
887	0.0642835142
888	0.06427335049
889	0.06423915561
890	0.06417958281
891	0.06417057666
892	0.06416135177
893	0.06411493069
894	0.06410031789
895	0.06403519589
896	0.06397316992
897	0.06394777147
898	0.06393523671
899	0.06390604108
900	0.06388087802
901	0.06382638529
902	0.06380278095
903	0.06377046852
904	0.06370331376
905	0.06365587653
906	0.06363783466
907	0.06358578122
908	0.06349722781
909	0.06347551156
910	0.06342466942
911	0.06336066624
912	0.06329452965
913	0.06326578944
914	0.06324564952
915	0.06321063803
916	0.06317038012
917	0.06312264878
918	0.06301998642
919	0.06297571399
920	0.06290470794
921	0.06286777238
922	0.06280850556
923	0.06279996236
924	0.06277063402
925	0.0627064059
926	0.06262668139
927	0.06260407997
928	0.06255957124
929	0.06250309532
930	0.06244073401
931	0.06236986041
932	0.06233217193
933	0.0622824333
934	0.06221741264
935	0.06218032092
936	0.06215069577
937	0.06210300593
938	0.06206689441
939	0.06205616893
940	0.06203686762
941	0.06201452081
942	0.06196700357
943	0.06193210598
944	0.06189376147
945	0.06184283313
946	0.06179075523
947	0.06170380883
948	0.06166280518
949	0.0616188554
950	0.06157040137
951	0.0614966938
952	0.06144322496
953	0.06140835235
954	0.06134014855
955	0.06131793174
956	0.06127359767
957	0.06125182008
958	0.06122379099
959	0.06120221778
960	0.06117780847
961	0.06112096778
962	0.06107812094
963	0.061023303
964	0.06098994167
965	0.06094906535
966	0.06087854802
967	0.06084875314
968	0.06080895556
969	0.06079293157
970	0.06075250836
971	0.06073517956
972	0.06071721645
973	0.06066833321
974	0.06061774492
975	0.06058372375
976	0.06056157899
977	0.06054154256
978	0.0605120695
979	0.06045916968
980	0.06037996265
981	0.06036347707
982	0.06030689747
983	0.06028174677
984	0.0602614492
985	0.06023609661
986	0.06019031387
987	0.06015168036
988	0.06009975497
989	0.06007144545
990	0.06002435576
991	0.05996344864
992	0.05992395685
993	0.0598717384
994	0.05982834586
995	0.05981581801
996	0.05975395471
997	0.05972810964
998	0.05964864146
999	0.05962408074
